Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team,Sales_Level,Sales_Performance,High_Sales_Flag
Cassin  ,Spencer-Jerde Pharmacy,Przeworsk,Poland,50.0591,22.4941,Pharmacy,Institution,Ribabyclor,Antiseptics,20.0,469,9380.0,February,2018,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Smith Inc ,"Hills, Stroman and Ernser Pharm",Pułtusk,Poland,52.7025,21.0828,Hospital,Private,Ergomethate,Mood Stabilizers,10.0,604,6040.0,February,2018,Erica Jones,James Goodwill,Alfa,Altas,Alto,0
Gottlieb-Cruickshank  ,"Gleichner, Bahringer and Morar Pharma Plc",Gostynin,Poland,52.4167,19.4667,Hospital,Private,Benzoprox,Antiseptics,120.0,284,34080.0,February,2018,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Gottlieb-Cruickshank  ,Schaden-Hirthe Pharmaceutical Ltd,Świdnica,Poland,50.8438,16.4886,Pharmacy,Institution,Robapril,Antipiretics,3.0,453,1359.0,February,2018,Jessica Smith,Britanny Bold,Delta,Medias,Bajo,0
Prohaska-Kuhic ,Heller-Abernathy ,Brzeg Dolny,Poland,51.273,16.7081,Hospital,Private,Ibruferon,Antiseptics,10.0,82,820.0,February,2018,Jimmy Grey,Alisha Cordwell,Charlie,Bajas,Bajo,0
Gottlieb-Cruickshank  ,Pfeffer-Hodkiewicz Pharmaceutical Ltd,Szczytno,Poland,53.5628,,Hospital,Government,Acubulin,Antipiretics,20.0,490,9800.0,February,2018,Alan Ray,James Goodwill,Alfa,Altas,Alto,0
Prohaska-Kuhic ,Waelchi LLC Pharmacy,Katowice,Poland,50.25,19.0,Hospital,Government,Symdocet,Antipiretics,30.0,470,14100.0,February,2018,Abigail Thompson,,Bravo,Altas,Alto,0
Prohaska-Kuhic ,"McClure, Zemlak and Dibbert Pharmaceutical Limited",Kórnik,Poland,52.2367,17.0986,Hospital,Private,Clindaracil,Analgesics,288.0,173,49824.0,February,2018,Erica Jones,James Goodwill,Alfa,Altas,Alto,1
Prohaska-Kuhic ,Feest PLC ,Świecie,Poland,53.4167,18.4333,Pharmacy,Retail,Palodizem,Mood Stabilizers,1.0,201,201.0,February,2018,Jimmy Grey,Alisha Cordwell,Charlie,Bajas,Bajo,0
Smith Inc ,Stehr-Champlin Pharmaceutical Limited,Nowe Miasto Lubawskie,Poland,53.4167,19.5833,Hospital,Government,Temasone Thiobucil,Antimalarial,10.0,482,4820.0,February,2018,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Smith Inc ,Mante-Grady Pharm,Lubaczów,Poland,50.1556,23.123,Pharmacy,Institution,Acantaine,Antibiotics,40.0,66,2640.0,February,2018,Erica Jones,James Goodwill,Alfa,Medias,Bajo,0
Prohaska-Kuhic ,Funk and Sons Pharmaceutical Limited,Tarnobrzeg,Poland,50.5833,21.6833,Pharmacy,Retail,Nevanide Actozide,Antibiotics,,773,92760.0,February,2018,Anne Wu,Britanny Bold,Delta,Altas,Alto,1
Gottlieb-Cruickshank  ,"Schinner, Gaylord and Treutel Pharmaceutical Ltd",Dąbrowa Górnicza,Poland,50.3239,19.1947,Hospital,Government,Choriotrisin,Antibiotics,4.0,591,2364.0,February,2018,Morris Garcia,Tracy Banks,Bravo,Medias,Bajo,0
Prohaska-Kuhic ,Crona PLC Pharma Plc,Białogard,Poland,54.007,15.9875,Hospital,Private,Hepavice,Mood Stabilizers,2.0,140,280.0,February,2018,,Alisha Cordwell,Charlie,Bajas,Bajo,0
Gottlieb-Cruickshank  ,"Harris, Daugherty and Okuneva Pharma Plc",Krotoszyn,Poland,51.697,,Pharmacy,Retail,Primapion,Antibiotics,2.0,492,984.0,February,2018,Daniel Gates,Alisha Cordwell,Charlie,Bajas,Bajo,0
Smith Inc ,Kutch-Marks Pharm,Chełm,Poland,51.1333,23.4833,Hospital,Private,Decidenu Galantrigine,Antipiretics,24.0,590,14160.0,February,2018,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Smith Inc ,Balistreri-Watsica Pharmacy,Ełk,Poland,53.8167,22.35,Pharmacy,Retail,Aquamycin Lacoran,Analgesics,30.0,345,10350.0,February,2018,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Smith Inc ,"Rosenbaum, Klein and Herzog ",Zbąszyń,Poland,52.2531,15.9178,Hospital,Private,Neuropogen Empibax,Analgesics,5.0,605,3025.0,February,2018,,Britanny Bold,Delta,Medias,Bajo,0
Gottlieb-Cruickshank  ,Monahan Ltd ,Oświęcim,Poland,50.0333,19.2333,Hospital,Government,Cogxone Levanide,Antimalarial,1.0,686,686.0,February,2018,Sheila Stones,Britanny Bold,Delta,Bajas,Bajo,0
Gottlieb-Cruickshank  ,Welch-Orn ,Chełmno,Poland,53.3492,18.4261,Hospital,Private,Afluferon Entrarenone,Antimalarial,20.0,104,2080.0,February,2018,Sheila Stones,Britanny Bold,Delta,Medias,Bajo,0
Gottlieb-Cruickshank  ,Kuhic LLC Pharma Plc,Oborniki,Poland,52.65,16.8167,Pharmacy,Retail,Penitrana,Analgesics,2.0,179,358.0,February,2018,Alan Ray,James Goodwill,Alfa,Bajas,Bajo,0
Gottlieb-Cruickshank  ,"Buckridge, Hand and Hyatt Pharma Plc",Zgorzelec,Poland,51.1528,15.0,Pharmacy,Institution,Halciramine,Antimalarial,2.0,409,818.0,February,2018,Jimmy Grey,Alisha Cordwell,Charlie,Bajas,Bajo,0
Graham and Sons ,Kreiger Inc Pharma Plc,Mielec,Poland,,21.4333,Hospital,Private,Syntheruvax Proracin,Antimalarial,,86,18576.0,February,2018,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Smith Inc ,"Ondricka, Rosenbaum and Beahan ",Starogard Gdański,Poland,53.9667,18.5333,Hospital,Government,Biotasol Siloderm,Antiseptics,36.0,373,13428.0,February,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Gottlieb-Cruickshank  ,Rohan Inc ,Chojnów,Poland,51.2667,,Pharmacy,Institution,Comzyme,Antibiotics,25.0,114,2850.0,February,2018,Jimmy Grey,,Charlie,Medias,Bajo,0
Gottlieb-Cruickshank  ,"Hansen, Fadel and Schroeder Pharm",Gniezno,Poland,52.5333,17.6,Pharmacy,Retail,Kinerinex,Antiseptics,6.0,647,,February,2018,Morris Garcia,Tracy Banks,Bravo,Medias,Bajo,0
Prohaska-Kuhic ,"Upton, Abernathy and Goodwin Pharmaceutical Ltd",Jarosław,Poland,50.0162,22.6778,Hospital,Government,Penitrana,Analgesics,1.0,179,179.0,February,2018,Erica Jones,James Goodwill,Alfa,Bajas,Bajo,0
Prohaska-Kuhic ,Veum-Kerluke Pharmacy,Człuchów,Poland,53.65,17.3667,Pharmacy,Retail,Rebedase Aplencor,Mood Stabilizers,,180,360.0,February,2018,Mary Gerrard,Britanny Bold,Delta,Bajas,Bajo,0
Prohaska-Kuhic ,"Funk, Ratke and Heaney Pharmacy",Prabuty,Poland,53.7558,19.1975,Hospital,Government,Aldevac,Analgesics,60.0,26,,February,2018,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Gottlieb-Cruickshank  ,Mills Inc Pharma Plc,Bydgoszcz,Poland,53.1167,18.0,Hospital,Private,Ergomethate,Mood Stabilizers,2.0,604,,February,2018,Daniel Gates,Alisha Cordwell,Charlie,Medias,Bajo,0
Prohaska-Kuhic ,Jakubowski Inc Pharmaceutical Limited,Bolesławiec,Poland,51.2667,15.5667,Pharmacy,Retail,Interfestar,Antibiotics,60.0,62,3720.0,February,2018,Erica Jones,James Goodwill,Alfa,Medias,Bajo,0
Prohaska-Kuhic ,Feest-Roob Pharmaceutical Ltd,Wolsztyn,Poland,52.1167,16.1167,Pharmacy,Institution,Diprolimus,Antiseptics,4.0,634,2536.0,February,2018,Thompson Crawford,James Goodwill,Alfa,Medias,Bajo,0
Smith Inc ,"Erdman, Senger and Oberbrunner Pharm",Rawa Mazowiecka,Poland,51.7667,20.25,Pharmacy,Retail,Diaxolol,Antiseptics,60.0,765,45900.0,February,2018,,James Goodwill,Alfa,Altas,Alto,1
Beier  ,Senger-Kirlin Pharmacy,Kobyłka,Poland,52.3395,21.1959,Hospital,Government,Formolovir Amanferon,Analgesics,10.0,191,,February,2018,Jimmy Grey,Alisha Cordwell,Charlie,Medias,Bajo,0
Prohaska-Kuhic ,"Denesik, Walter and Beatty Pharma Plc",Ostrów Mazowiecka,Poland,52.8,21.9,Pharmacy,Institution,Invisteride Diclomycin,Mood Stabilizers,24.0,452,10848.0,February,2018,Jessica Smith,Britanny Bold,Delta,Altas,Alto,0
Gottlieb-Cruickshank  ,Nader-Gaylord Pharmaceutical Limited,Sobótka,Poland,50.8986,16.7444,Hospital,Private,Aggrakine,Antiseptics,4.0,47,188.0,February,2018,,Alisha Cordwell,Charlie,Bajas,Bajo,0
Prohaska-Kuhic ,"Blick, Pacocha and Schowalter ",Inowrocław,Poland,52.7958,18.2611,Pharmacy,Retail,Brimorix Amonine,Antibiotics,5.0,398,1990.0,February,2018,Morris Garcia,Tracy Banks,Bravo,Medias,Bajo,0
Gottlieb-Cruickshank  ,Steuber Ltd Pharmacy,Ostrołęka,Poland,53.0833,21.5667,Hospital,Private,Oxymotroban Fexoformin,Analgesics,3.0,458,1374.0,February,2018,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Prohaska-Kuhic ,"Crist, Wisoky and Nolan Pharmaceutical Ltd",Toruń,Poland,53.0167,18.6167,Pharmacy,Retail,Alisteride Pemidizem,Antiseptics,2.0,35,70.0,February,2018,Erica Jones,James Goodwill,Alfa,Bajas,Bajo,0
Gottlieb-Cruickshank  ,Schaden-Hirthe Pharmaceutical Ltd,Świdnica,Poland,50.8438,16.4886,Pharmacy,Institution,Microroban Afatigomar,Antimalarial,4.0,478,1912.0,February,2018,Anne Wu,,Delta,Medias,Bajo,0
Smith Inc ,"Upton, Abernathy and Goodwin Pharmaceutical Ltd",Jarosław,Poland,50.0162,22.6778,Hospital,Government,Zonixamine Immulinum,Analgesics,6.0,298,1788.0,February,2018,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Smith Inc ,"Hirthe, Williamson and Macejkovic Pharma Plc",Brzeg,Poland,,17.4833,Hospital,Government,Symdocet,Antipiretics,4.0,470,1880.0,February,2018,Mary Gerrard,Britanny Bold,Delta,Medias,Bajo,0
Gottlieb-Cruickshank  ,Lemke Ltd Pharm,Tarnów,Poland,50.0125,,Hospital,Private,Fentatrol Rapatelase,Antibiotics,2.0,458,,February,2018,Sheila Stones,Britanny Bold,Delta,Bajas,Bajo,0
Smith Inc ,Rutherford and Sons ,Gdynia,Poland,54.5189,18.5319,Pharmacy,Retail,Fentatrol Rapatelase,Antibiotics,,458,16488.0,February,2018,Daniel Gates,,Charlie,Altas,Alto,0
Prohaska-Kuhic ,"Johnson, Friesen and Torphy Pharma Plc",Gryfino,Poland,53.2524,14.4883,Hospital,Government,Rositroban,Mood Stabilizers,5.0,481,,February,2018,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Prohaska-Kuhic ,Torp-Fisher Pharma Plc,Gorlice,Poland,49.6556,21.1604,Hospital,Government,Lansopril Acribax,Antipiretics,6.0,492,2952.0,March,2018,Daniel Gates,Alisha Cordwell,Charlie,Medias,Bajo,0
Smith Inc ,Feest PLC ,Świecie,Poland,53.4167,18.4333,Pharmacy,Retail,Afaxacin,Analgesics,1.0,60,60.0,March,2018,Erica Jones,James Goodwill,Alfa,Bajas,Bajo,0
Beier  ,Powlowski-Buckridge Pharma Plc,Ustka,Poland,54.5805,16.8619,Hospital,Private,Propratecan,Antimalarial,5.0,682,3410.0,March,2018,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Gottlieb-Cruickshank  ,Hermiston and Sons Pharma Plc,Bochnia,Poland,49.9833,20.4333,Pharmacy,Institution,Insozyme,Antiseptics,5.0,655,3275.0,March,2018,Mary Gerrard,Britanny Bold,Delta,Medias,Bajo,0
Beier  ,Will and Sons Pharmaceutical Limited,Poznań,Poland,52.4,16.9167,Hospital,Government,Paronium Atracustone,Analgesics,12.0,414,4968.0,March,2018,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Smith Inc ,"Leuschke, Waters and Schowalter Pharmaceutical Ltd",Krapkowice,Poland,50.4751,17.9654,Pharmacy,Institution,Ciclonazol,Antiseptics,90.0,121,10890.0,March,2018,Alan Ray,,Alfa,Altas,Alto,0
Smith Inc ,"Nitzsche, Effertz and Maggio Pharmacy",Malbork,Poland,54.0285,19.0444,Hospital,Private,Claricriptine Adaferol,Antibiotics,880.0,33,,March,2018,Stella Given,,Charlie,Altas,Alto,0
Smith Inc ,"Upton, Abernathy and Goodwin Pharmaceutical Ltd",Jarosław,Poland,50.0162,22.6778,Hospital,Government,Duraprazole Agalsixolol,Antiseptics,4.0,375,1500.0,March,2018,Mary Gerrard,Britanny Bold,Delta,Medias,Bajo,0
Gottlieb-Cruickshank  ,Streich PLC Pharmaceutical Limited,Przemyśl,Poland,49.785,22.7673,Pharmacy,Institution,Acycnafine Microvate,Mood Stabilizers,432.0,658,284256.0,March,2018,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,1
Smith Inc ,"Casper, Hyatt and Jakubowski Pharmaceutical Limited",Otwock,Poland,52.1167,21.2667,Hospital,Government,Proprabax,Analgesics,180.0,64,11520.0,March,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Cassin  ,"Effertz, Heaney and Tillman Pharmaceutical Ltd",Jaworzno,Poland,50.2,19.275,Hospital,Government,Betanem,Analgesics,30.0,611,,March,2018,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Smith Inc ,Yundt-Crona Pharmaceutical Ltd,Siemiatycze,Poland,52.4272,22.8625,Hospital,Private,Antilamin Clinbital,Antibiotics,10.0,664,6640.0,March,2018,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Cassin  ,Keeling LLC Pharmacy,Olsztyn,Poland,53.78,20.4942,Pharmacy,Retail,Temasone Thiobucil,Antimalarial,20.0,482,9640.0,March,2018,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Prohaska-Kuhic ,Kozey Ltd Pharmaceutical Ltd,Bielsk Podlaski,Poland,52.7667,23.2,Hospital,Government,Topitaine,Mood Stabilizers,10.0,517,,March,2018,Alan Ray,James Goodwill,Alfa,Altas,Bajo,0
Prohaska-Kuhic ,Lemke Ltd Pharm,Tarnów,Poland,50.0125,20.9883,Hospital,Private,Victomax,Analgesics,,623,18690.0,March,2018,Sheila Stones,Britanny Bold,Delta,Altas,Alto,0
Gottlieb-Cruickshank  ,Lockman Ltd ,Połaniec,Poland,50.4333,21.2833,Pharmacy,Institution,Adalatamine,Antiseptics,3.0,794,2382.0,March,2018,Daniel Gates,,Charlie,Medias,Bajo,0
Gottlieb-Cruickshank  ,Lockman Ltd ,Połaniec,Poland,50.4333,21.2833,Pharmacy,Institution,Ribabyclor,Antiseptics,4.0,469,1876.0,March,2018,Jimmy Grey,Alisha Cordwell,Charlie,Medias,Bajo,0
Prohaska-Kuhic ,West Group Pharmacy,Kluczbork,Poland,,18.2167,Hospital,Government,Penitrana,Analgesics,1.0,179,179.0,March,2018,Morris Garcia,Tracy Banks,Bravo,Bajas,Bajo,0
Gottlieb-Cruickshank  ,Reilly Ltd ,Mława,Poland,53.1167,,Pharmacy,Retail,Clindaracil,Analgesics,6.0,173,1038.0,March,2018,Anne Wu,Britanny Bold,Delta,Medias,Bajo,0
Gottlieb-Cruickshank  ,Spencer-Jerde Pharmacy,Przeworsk,Poland,50.0591,22.4941,Pharmacy,Institution,Proprabax,Analgesics,5.0,64,320.0,March,2018,Steve Pepple,Tracy Banks,Bravo,Bajas,Bajo,0
Gottlieb-Cruickshank  ,"Denesik, Walter and Beatty Pharma Plc",Ostrów Mazowiecka,Poland,52.8,21.9,Pharmacy,Institution,Allomenda,Antipiretics,20.0,487,,March,2018,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Smith Inc ,Trantow LLC Pharma Plc,Braniewo,Poland,54.3833,19.8333,Pharmacy,Retail,Pulmodiol Adalaxime,Analgesics,10.0,605,6050.0,March,2018,Jessica Smith,Britanny Bold,Delta,Altas,Alto,0
Gottlieb-Cruickshank  ,Koss Ltd Pharmaceutical Limited,Lwówek Śląski,Poland,51.1167,15.5833,Hospital,Private,Aciprex,Antipiretics,2.0,421,842.0,March,2018,Sheila Stones,Britanny Bold,Delta,Bajas,Bajo,0
Prohaska-Kuhic ,Bartoletti-Altenwerth ,Police,Poland,53.55,14.5708,Hospital,Government,Aggrakine,Antiseptics,12.0,47,564.0,March,2018,Erica Jones,James Goodwill,Alfa,Bajas,Bajo,0
Gottlieb-Cruickshank  ,Mann-Waelchi Pharm,Piotrków Trybunalski,Poland,51.4,19.6833,Hospital,Private,Pentastrin,Antibiotics,10.0,497,4970.0,March,2018,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Gottlieb-Cruickshank  ,Cassin PLC Pharmacy,Miastko,Poland,,16.9833,Hospital,Private,Ganineva Agenium,Antiseptics,36.0,390,14040.0,March,2018,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Smith Inc ,"McClure, Zemlak and Dibbert Pharmaceutical Limited",Kórnik,Poland,52.2367,17.0986,Hospital,Private,Propratecan,Antimalarial,5.0,682,3410.0,March,2018,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Gottlieb-Cruickshank  ,Cassin PLC Pharmacy,Miastko,Poland,54.0,16.9833,Hospital,Private,Menogine,Antiseptics,5.0,742,3710.0,March,2018,Daniel Gates,Alisha Cordwell,Charlie,Medias,Bajo,0
Smith Inc ,"Ondricka, Rosenbaum and Beahan ",Starogard Gdański,Poland,53.9667,18.5333,Hospital,Government,Allomenda,Antipiretics,,487,974.0,March,2018,Morris Garcia,,Bravo,Bajas,Bajo,0
Prohaska-Kuhic ,Jakubowski Inc Pharmaceutical Limited,Bolesławiec,Poland,,15.5667,Pharmacy,Retail,Thionide,Analgesics,5.0,113,565.0,March,2018,Jimmy Grey,Alisha Cordwell,Charlie,Bajas,Bajo,0
Gottlieb-Cruickshank  ,"Kub, Von and Herzog Pharmacy",Wschowa,Poland,51.8,16.3,Hospital,Private,Topitaine,Mood Stabilizers,,517,,March,2018,Alan Ray,,Alfa,Altas,Alto,0
Prohaska-Kuhic ,Senger-Kirlin Pharmacy,Kobyłka,Poland,52.3395,,Hospital,Government,Claripenem,Antibiotics,4.0,448,1792.0,March,2018,Jimmy Grey,Alisha Cordwell,Charlie,Medias,Bajo,0
Gottlieb-Cruickshank  ,Hayes-Kilback Pharmaceutical Ltd,Żary,Poland,51.6333,15.1333,Pharmacy,Retail,Pulmogen Alitora,Antiseptics,4.0,647,2588.0,March,2018,Thompson Crawford,James Goodwill,Alfa,Medias,Bajo,0
Smith Inc ,Buckridge-Strosin Pharmaceutical Limited,Pruszków,Poland,52.1667,20.8,Hospital,Government,Trazobalamin,Mood Stabilizers,20.0,762,15240.0,March,2018,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Gottlieb-Cruickshank  ,Miller-Satterfield Pharma Plc,Nidzica,Poland,53.3583,20.425,Hospital,Private,Dantolac Pazocor,Analgesics,1.0,578,578.0,March,2018,Steve Pepple,Tracy Banks,Bravo,Bajas,Bajo,0
Prohaska-Kuhic ,Herman-Koss Pharm,Lubsko,Poland,51.7877,14.9724,Hospital,Private,Sodinel Olofribrate,Antimalarial,6.0,50,300.0,March,2018,Anne Wu,Britanny Bold,Delta,Bajas,Bajo,0
Gottlieb-Cruickshank  ,Schmitt LLC Pharm,Nysa,Poland,50.4738,17.3344,Pharmacy,Retail,Eproline,Antibiotics,10.0,780,7800.0,March,2018,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Smith Inc ,Emard-O'Connell Pharmacy,Zakopane,Poland,49.2994,19.9519,Pharmacy,Retail,Aciprex,Antipiretics,,421,33259.0,March,2018,Erica Jones,James Goodwill,Alfa,Altas,Alto,0
Prohaska-Kuhic ,Rowe PLC Pharmaceutical Ltd,Kęty,Poland,49.8821,19.2233,Pharmacy,Institution,Lovapur,Mood Stabilizers,5.0,551,,March,2018,Jessica Smith,,Delta,Medias,Bajo,0
Beier  ,Carter-Conn Pharma Plc,Brwinów,Poland,52.1417,20.7167,Hospital,Private,Lacoplex Hyaluvance,Mood Stabilizers,72.0,334,24048.0,March,2018,Steve Pepple,,Bravo,Altas,Alto,0
Smith Inc ,"Funk, Ratke and Heaney Pharmacy",Prabuty,Poland,53.7558,19.1975,Hospital,Government,Fosinofen,Antipiretics,10.0,385,3850.0,March,2018,Jimmy Grey,Alisha Cordwell,Charlie,Medias,Bajo,0
Beier  ,Bashirian-Kassulke Pharma Plc,Kraków,Poland,50.0614,19.9372,Hospital,Private,Zarostral,Antipiretics,,141,25380.0,March,2018,Alan Ray,James Goodwill,Alfa,Altas,Alto,0
Smith Inc ,Crist Inc ,Stary Sącz,Poland,49.5625,20.6364,Hospital,Private,Symbitrim,Analgesics,300.0,536,160800.0,March,2018,Stella Given,,Charlie,Altas,Alto,1
Rohan   ,Schimmel-Waelchi Pharmaceutical Ltd,Grodzisk Mazowiecki,Poland,52.1039,20.6337,Hospital,Government,Lovavatol Azelavarix,Mood Stabilizers,10.0,106,1060.0,March,2018,Jimmy Grey,Alisha Cordwell,Charlie,Medias,Bajo,0
Smith Inc ,Gerlach LLC ,Krzeszowice,Poland,,19.6333,Hospital,Government,Zyvance,Analgesics,432.0,323,,March,2018,Jessica Smith,Britanny Bold,Delta,Altas,Alto,1
Gottlieb-Cruickshank  ,Abernathy Group Pharmaceutical Limited,Brzesko,Poland,49.9667,20.6167,Hospital,Government,Atomorelin,Analgesics,20.0,555,11100.0,March,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Gottlieb-Cruickshank  ,Bosco-Marquardt Pharm,Lębork,Poland,54.55,17.75,Hospital,Private,Factofribrate,Mood Stabilizers,5.0,99,,March,2018,Anne Wu,,Delta,Bajas,Bajo,0
Smith Inc ,Koss Ltd Pharmaceutical Limited,Lwówek Śląski,Poland,51.1167,15.5833,Hospital,Private,Presetron,Mood Stabilizers,100.0,216,21600.0,March,2018,Sheila Stones,Britanny Bold,Delta,Altas,Alto,0
Prohaska-Kuhic ,Stanton-Cole ,Skierniewice,Poland,51.9528,20.1417,Hospital,Private,Immurenol Temarate,Antipiretics,40.0,303,12120.0,March,2018,Jessica Smith,Britanny Bold,Delta,Altas,Alto,0
Gottlieb-Cruickshank  ,McCullough LLC Pharma Plc,Częstochowa,Poland,50.8,19.1167,Pharmacy,Retail,Kinovatol,Analgesics,2.0,370,740.0,March,2018,Stella Given,Alisha Cordwell,Charlie,Bajas,Bajo,0
Smith Inc ,Yundt-Crona Pharmaceutical Ltd,Siemiatycze,Poland,52.4272,22.8625,Hospital,Private,Victomine,Antimalarial,1.0,705,,March,2018,Daniel Gates,Alisha Cordwell,Charlie,Bajas,Bajo,0
Prohaska-Kuhic ,Feest-Kshlerin Pharmaceutical Ltd,Świdnik,Poland,51.2333,22.7,Pharmacy,Institution,Alemtuvatol Megalinum,Analgesics,,682,4092.0,March,2018,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Gottlieb-Cruickshank  ,Hermiston LLC ,Strzegom,Poland,51.0,16.3333,Pharmacy,Institution,Exotropin Empizine,Mood Stabilizers,6.0,785,4710.0,March,2018,Jimmy Grey,,Charlie,Medias,Bajo,0
Gottlieb-Cruickshank  ,"Upton, Abernathy and Goodwin Pharmaceutical Ltd",Jarosław,Poland,50.0162,,Hospital,Government,Aggrakine,Antiseptics,7.0,47,329.0,March,2018,Anne Wu,Britanny Bold,Delta,Bajas,Bajo,0
Smith Inc ,"Schowalter, Runolfsson and VonRueden Pharmaceutical Ltd",Grudziądz,Poland,53.4925,18.7761,Pharmacy,Retail,Lovepion,Antiseptics,,544,2720.0,March,2018,Jimmy Grey,Alisha Cordwell,Charlie,Medias,Bajo,0
Smith Inc ,Koss-Beier ,Nakło nad Notecią,Poland,53.1421,17.6018,Pharmacy,Retail,Acycpex,Mood Stabilizers,30.0,510,15300.0,March,2018,Erica Jones,James Goodwill,Alfa,Altas,Alto,0
Beier  ,Will and Sons Pharmaceutical Limited,Poznań,Poland,52.4,16.9167,Hospital,Government,Malaxolol Aeroprosyn,Antiseptics,10.0,502,,March,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Bajo,0
Gottlieb-Cruickshank  ,"Kub, Von and Herzog Pharmacy",Wschowa,Poland,51.8,16.3,Hospital,Private,Megenorphine,Antimalarial,6.0,402,,March,2018,Thompson Crawford,James Goodwill,Alfa,Medias,Bajo,0
Smith Inc ,Hermiston and Sons Pharma Plc,Bochnia,Poland,49.9833,20.4333,Pharmacy,Institution,Relenvice,Antimalarial,2.0,459,918.0,March,2018,Jessica Smith,Britanny Bold,Delta,Bajas,Bajo,0
Gottlieb-Cruickshank  ,Koss Ltd Pharmaceutical Limited,Lwówek Śląski,Poland,51.1167,15.5833,Hospital,Private,Betanem,Analgesics,4.0,611,2444.0,March,2018,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Gottlieb-Cruickshank  ,Walsh-Brown Pharmacy,Chorzów,Poland,50.3,18.95,Pharmacy,Retail,Cyclovital,Antimalarial,,677,6770.0,March,2018,Morris Garcia,Tracy Banks,Bravo,Altas,Alto,0
Gottlieb-Cruickshank  ,Kozey Ltd Pharmaceutical Ltd,Bielsk Podlaski,Poland,52.7667,,Hospital,Government,Lovapur,Mood Stabilizers,4.0,551,2204.0,March,2018,Morris Garcia,Tracy Banks,Bravo,Medias,Bajo,0
Smith Inc ,Lemke Ltd Pharm,Tarnów,Poland,50.0125,20.9883,Hospital,Private,Halcifergen Nevazone,Antimalarial,120.0,710,85200.0,March,2018,Jessica Smith,Britanny Bold,Delta,Altas,Alto,1
Gottlieb-Cruickshank  ,Kutch-Marks Pharm,Chełm,Poland,51.1333,23.4833,Hospital,Private,Magnemunex,Antiseptics,24.0,689,16536.0,March,2018,Morris Garcia,Tracy Banks,Bravo,Altas,Alto,0
Gottlieb-Cruickshank  ,Koss Ltd Pharmaceutical Limited,Lwówek Śląski,Poland,51.1167,15.5833,Hospital,Private,Ribabyclor,Antiseptics,30.0,469,14070.0,March,2018,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Smith Inc ,"Rosenbaum, Klein and Herzog ",Zbąszyń,Poland,52.2531,15.9178,Hospital,Private,Pitodomide,Antimalarial,1.0,24,24.0,March,2018,Stella Given,Alisha Cordwell,Charlie,Bajas,Bajo,0
Gottlieb-Cruickshank  ,Veum-Kerluke Pharmacy,Człuchów,Poland,53.65,17.3667,Pharmacy,Retail,Diprolimus,Antiseptics,2.0,634,1268.0,March,2018,Morris Garcia,Tracy Banks,Bravo,Medias,Bajo,0
Smith Inc ,West Group Pharmacy,Kluczbork,Poland,50.9833,18.2167,Hospital,Government,Interfestar,Antibiotics,2.0,62,124.0,March,2018,Abigail Thompson,Tracy Banks,Bravo,Bajas,Bajo,0
Gottlieb-Cruickshank  ,Botsford PLC Pharmacy,Pabianice,Poland,,19.35,Pharmacy,Institution,Zonixamine Immulinum,Analgesics,12.0,298,3576.0,March,2018,Morris Garcia,Tracy Banks,Bravo,Medias,Bajo,0
Gottlieb-Cruickshank  ,Kunze PLC Pharm,Darłowo,Poland,54.4167,16.4167,Hospital,Private,Aclonuma,Antimalarial,2.0,474,948.0,March,2018,Stella Given,Alisha Cordwell,Charlie,Bajas,Bajo,0
